DATAFLOW,LAST UPDATE,freq,sex,age,sizes,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Portugal,2020,56.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Romania,2007,18.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Romania,2013,14.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Romania,2020,49.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Sweden,2007,46.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Sweden,2013,52.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Sweden,2020,80.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Slovenia,2007,45.9,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Slovenia,2013,36.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Slovenia,2020,39.4,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Slovakia,2007,10.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Slovakia,2013,21.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Slovakia,2020,53.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,Türkiye,2013,5.2,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,United Kingdom,2007,41.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 35 to 64 years,Total,Percentage of total employment,United Kingdom,2013,38.7,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Austria,2007,45.3,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Austria,2013,43.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Austria,2020,63.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Belgium,2007,19.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Belgium,2013,44.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Belgium,2020,59.6,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Bulgaria,2007,14.7,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Bulgaria,2013,12.9,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Bulgaria,2020,43.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Switzerland,2013,43.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Switzerland,2020,71.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Cyprus,2007,55.1,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Cyprus,2013,46.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Cyprus,2020,50.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Czechia,2007,14.4,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Czechia,2013,17.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Czechia,2020,36.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Germany,2007,18.8,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Germany,2013,19.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Germany,2020,31.7,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Denmark,2007,30.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Denmark,2013,26.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Denmark,2020,44.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Euro area - 19 countries  (2015-2022),2007,31.5,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Euro area - 19 countries  (2015-2022),2013,36.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Euro area - 19 countries  (2015-2022),2020,49.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Estonia,2007,18.0,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Estonia,2013,23.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Estonia,2020,43.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Greece,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Greece,2013,50.2,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Greece,2020,72.7,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Spain,2007,31.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Spain,2013,34.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Spain,2020,54.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,European Union - 27 countries (from 2020),2007,30.3,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,European Union - 27 countries (from 2020),2013,34.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,European Union - 27 countries (from 2020),2020,50.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,European Union - 28 countries (2013-2020),2007,33.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,European Union - 28 countries (2013-2020),2013,35.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Finland,2007,52.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Finland,2013,53.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Finland,2020,74.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,France,2007,54.6,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,France,2013,65.6,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,France,2020,54.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Croatia,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Croatia,2013,30.4,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Croatia,2020,51.5,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Hungary,2007,18.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Hungary,2013,25.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Hungary,2020,38.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Ireland,2007,18.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Ireland,2013,30.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Ireland,2020,54.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Iceland,2007,50.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Iceland,2020,67.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Italy,2007,26.4,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Italy,2013,43.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Italy,2020,48.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Lithuania,2007,17.6,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Lithuania,2013,24.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Lithuania,2020,37.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Luxembourg,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Luxembourg,2013,58.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Luxembourg,2020,73.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Latvia,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Latvia,2013,34.6,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Latvia,2020,55.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Malta,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Malta,2013,,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Malta,2020,50.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Netherlands,2007,38.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Netherlands,2020,60.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Norway,2013,25.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Norway,2020,79.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Poland,2007,21.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Poland,2013,20.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Poland,2020,52.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Portugal,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Portugal,2013,36.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Portugal,2020,66.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Romania,2007,25.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Romania,2013,20.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Romania,2020,60.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Sweden,2007,46.2,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Sweden,2013,55.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Sweden,2020,77.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Slovenia,2020,30.1,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Slovakia,2007,15.8,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Slovakia,2013,22.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Slovakia,2020,54.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,Türkiye,2013,10.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,United Kingdom,2007,46.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Large,Percentage of total employment,United Kingdom,2013,42.6,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Austria,2007,29.9,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Austria,2013,45.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Austria,2020,61.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Belgium,2007,19.8,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Belgium,2013,30.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Belgium,2020,48.9,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Bulgaria,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Bulgaria,2013,12.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Bulgaria,2020,50.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Switzerland,2013,36.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Switzerland,2020,65.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Cyprus,2007,51.0,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Cyprus,2013,36.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Cyprus,2020,57.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Czechia,2007,14.3,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Czechia,2013,19.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Czechia,2020,38.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Germany,2007,18.7,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Germany,2013,15.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Germany,2020,28.0,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Denmark,2007,23.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Denmark,2013,24.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Denmark,2020,40.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Euro area - 19 countries  (2015-2022),2007,28.4,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Euro area - 19 countries  (2015-2022),2013,30.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Euro area - 19 countries  (2015-2022),2020,45.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Estonia,2007,23.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Estonia,2013,25.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Estonia,2020,41.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Greece,2007,19.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Greece,2013,30.9,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Greece,2020,64.9,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Spain,2007,25.1,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Spain,2013,30.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Spain,2020,51.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,European Union - 27 countries (from 2020),2007,26.9,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,European Union - 27 countries (from 2020),2013,28.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,European Union - 27 countries (from 2020),2020,47.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,European Union - 28 countries (2013-2020),2007,29.5,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,European Union - 28 countries (2013-2020),2013,29.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Finland,2007,54.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Finland,2013,60.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Finland,2020,69.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,France,2007,53.1,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,France,2013,59.0,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,France,2020,53.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Croatia,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Croatia,2013,23.4,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Croatia,2020,40.3,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Hungary,2007,12.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Hungary,2013,19.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Hungary,2020,41.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Ireland,2007,13.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Ireland,2013,26.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Ireland,2020,50.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Iceland,2007,35.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Iceland,2020,68.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Italy,2007,15.0,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Italy,2013,28.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Italy,2020,40.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Lithuania,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Lithuania,2013,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Lithuania,2020,35.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Luxembourg,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Luxembourg,2013,43.1,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Luxembourg,2020,65.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Latvia,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Latvia,2013,25.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Latvia,2020,52.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Malta,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Malta,2013,,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Females,From 55 to 64 years,Medium,Percentage of total employment,Malta,2020,33.4,bu,
